date_scraped,flight_date,route,departure_time,arrival_time,duration_mins,airline,stops,price_usd,price_kes,source
2026-04-01,2026-04-03,NBO→MBA,2026-04-03T20:30:00,2026-04-03T21:45:00,75,Jambojet,0,138.12,17955,api
2026-04-01,2026-04-03,NBO→MBA,2026-04-03T19:10:00,2026-04-03T20:10:00,60,Kenya Airways,0,182.6,23738,api
2026-04-01,2026-04-03,NBO→MBA,2026-04-03T21:10:00,2026-04-03T22:10:00,60,Kenya Airways,0,182.6,23738,api
2026-04-01,2026-04-03,NBO→MBA,2026-04-03T23:59:00,2026-04-04T00:59:00,60,Kenya Airways,0,182.6,23738,api
2026-04-01,2026-04-03,NBO→MBA,2026-04-03T06:10:00,2026-04-03T14:55:00,525,Jambojet,1,219.07,28479,api
2026-04-01,2026-04-03,NBO→MBA,2026-04-03T06:45:00,2026-04-03T14:55:00,490,Skyward Express + Jambojet,1,234.66,30505,api
2026-04-01,2026-04-03,NBO→MBA,2026-04-03T06:50:00,2026-04-03T14:55:00,485,FlexFlight + Jambojet,1,273.39,35540,api
2026-04-01,2026-04-04,NBO→MBA,2026-04-04T19:20:00,2026-04-04T20:35:00,75,Jambojet,0,49.68,6458,api
2026-04-01,2026-04-04,NBO→MBA,2026-04-04T21:10:00,2026-04-04T22:25:00,75,Jambojet,0,49.68,6458,api
2026-04-01,2026-04-04,NBO→MBA,2026-04-04T16:30:00,2026-04-04T17:45:00,75,Jambojet,0,75.5,9815,api
2026-04-01,2026-04-04,NBO→MBA,2026-04-04T17:30:00,2026-04-04T18:45:00,75,Jambojet,0,82.45,10718,api
2026-04-01,2026-04-04,NBO→MBA,2026-04-04T13:30:00,2026-04-04T14:45:00,75,Jambojet,0,89.41,11623,api
2026-04-01,2026-04-04,NBO→MBA,2026-04-04T13:00:00,2026-04-04T14:00:00,60,Kenya Airways,0,105.6,13728,api
2026-04-01,2026-04-04,NBO→MBA,2026-04-04T19:10:00,2026-04-04T20:10:00,60,Kenya Airways,0,92.6,12038,api
2026-04-01,2026-04-04,NBO→MBA,2026-04-04T14:00:00,2026-04-04T15:10:00,70,Safarilink Aviation,0,120.6,15678,api
2026-04-01,2026-04-04,NBO→MBA,2026-04-04T08:00:00,2026-04-04T09:00:00,60,Kenya Airways,0,116.6,15158,api
2026-04-01,2026-04-04,NBO→MBA,2026-04-04T08:25:00,2026-04-04T09:40:00,75,Jambojet,0,118.22,15368,api
2026-04-01,2026-04-05,NBO→MBA,2026-04-05T13:35:00,2026-04-05T14:50:00,75,Jambojet,0,49.66,6455,api
2026-04-01,2026-04-05,NBO→MBA,2026-04-05T14:35:00,2026-04-05T15:50:00,75,Jambojet,0,49.66,6455,api
2026-04-01,2026-04-05,NBO→MBA,2026-04-05T11:00:00,2026-04-05T12:15:00,75,Jambojet,0,49.66,6455,api
2026-04-01,2026-04-05,NBO→MBA,2026-04-05T18:15:00,2026-04-05T19:30:00,75,Jambojet,0,49.66,6455,api
2026-04-01,2026-04-05,NBO→MBA,2026-04-05T19:10:00,2026-04-05T20:25:00,75,Jambojet,0,49.66,6455,api
2026-04-01,2026-04-05,NBO→MBA,2026-04-05T09:40:00,2026-04-05T10:55:00,75,Jambojet,0,49.66,6455,api
2026-04-01,2026-04-05,NBO→MBA,2026-04-05T19:20:00,2026-04-05T20:35:00,75,Jambojet,0,49.66,6455,api
2026-04-01,2026-04-05,NBO→MBA,2026-04-05T08:25:00,2026-04-05T09:40:00,75,Jambojet,0,49.66,6455,api
2026-04-01,2026-04-05,NBO→MBA,2026-04-05T20:30:00,2026-04-05T21:45:00,75,Jambojet,0,49.66,6455,api
2026-04-01,2026-04-05,NBO→MBA,2026-04-05T12:00:00,2026-04-05T13:00:00,60,Skyward Express,0,69.99,9098,api
2026-04-01,2026-04-06,NBO→MBA,2026-04-06T17:10:00,2026-04-06T18:25:00,75,Jambojet,0,49.69,6459,api
2026-04-01,2026-04-06,NBO→MBA,2026-04-06T17:30:00,2026-04-06T18:45:00,75,Jambojet,0,49.69,6459,api
2026-04-01,2026-04-06,NBO→MBA,2026-04-06T18:15:00,2026-04-06T19:30:00,75,Jambojet,0,49.69,6459,api
2026-04-01,2026-04-06,NBO→MBA,2026-04-06T17:00:00,2026-04-06T18:00:00,60,Kenya Airways,0,87.6,11388,api
2026-04-01,2026-04-06,NBO→MBA,2026-04-06T17:10:00,2026-04-06T18:25:00,75,Jambojet,0,49.66,6455,api
2026-04-01,2026-04-06,NBO→MBA,2026-04-06T17:30:00,2026-04-06T18:45:00,75,Jambojet,0,49.66,6455,api
2026-04-01,2026-04-06,NBO→MBA,2026-04-06T18:15:00,2026-04-06T19:30:00,75,Jambojet,0,49.66,6455,api
2026-04-01,2026-04-06,NBO→MBA,2026-04-06T19:00:00,2026-04-06T20:15:00,75,Jambojet,0,49.66,6455,api
2026-04-01,2026-04-06,NBO→MBA,2026-04-06T12:10:00,2026-04-06T13:25:00,75,Jambojet,0,62.57,8134,api
2026-04-01,2026-04-06,NBO→MBA,2026-04-06T13:35:00,2026-04-06T14:50:00,75,Jambojet,0,64.56,8392,api
2026-04-01,2026-04-06,NBO→MBA,2026-04-06T09:40:00,2026-04-06T10:55:00,75,Jambojet,0,62.57,8134,api
2026-04-01,2026-04-06,NBO→MBA,2026-04-06T12:00:00,2026-04-06T13:00:00,60,Skyward Express,0,69.99,9098,api
2026-04-01,2026-04-06,NBO→MBA,2026-04-06T06:05:00,2026-04-06T07:20:00,75,Jambojet,0,49.66,6455,api
2026-04-01,2026-04-06,NBO→MBA,2026-04-06T10:00:00,2026-04-06T11:00:00,60,Skyward Express,0,69.99,9098,api
2026-04-01,2026-04-07,NBO→MBA,2026-04-07T17:30:00,2026-04-07T18:45:00,75,Jambojet,0,62.58,8135,api
2026-04-01,2026-04-07,NBO→MBA,2026-04-07T18:15:00,2026-04-07T19:30:00,75,Jambojet,0,62.58,8135,api
2026-04-01,2026-04-07,NBO→MBA,2026-04-07T12:00:00,2026-04-07T13:00:00,60,Skyward Express,0,69.99,9098,api
2026-04-01,2026-04-07,NBO→MBA,2026-04-07T11:30:00,2026-04-07T12:40:00,70,Skyward Express,0,69.99,9098,api
2026-04-01,2026-04-07,NBO→MBA,2026-04-07T10:00:00,2026-04-07T11:00:00,60,Skyward Express,0,69.99,9098,api
2026-04-01,2026-04-07,NBO→MBA,2026-04-07T19:20:00,2026-04-07T20:35:00,75,Jambojet,0,62.58,8135,api
2026-04-01,2026-04-07,NBO→MBA,2026-04-07T17:05:00,2026-04-07T18:20:00,75,Jambojet,0,68.54,8910,api
2026-04-01,2026-04-07,NBO→MBA,2026-04-07T21:10:00,2026-04-07T22:25:00,75,Jambojet,0,68.54,8910,api
2026-04-01,2026-04-07,NBO→MBA,2026-04-07T13:30:00,2026-04-07T14:45:00,75,Jambojet,0,96.36,12526,api
2026-04-01,2026-04-07,NBO→MBA,2026-04-07T19:10:00,2026-04-07T20:10:00,60,Kenya Airways,0,92.6,12038,api
2026-04-01,2026-04-08,NBO→MBA,2026-04-08T18:15:00,2026-04-08T19:30:00,75,Jambojet,0,62.58,8135,api
2026-04-01,2026-04-08,NBO→MBA,2026-04-08T18:30:00,2026-04-08T19:45:00,75,Jambojet,0,62.58,8135,api
2026-04-01,2026-04-08,NBO→MBA,2026-04-08T14:55:00,2026-04-08T16:10:00,75,Jambojet,0,68.54,8910,api
2026-04-01,2026-04-08,NBO→MBA,2026-04-08T13:00:00,2026-04-08T14:00:00,60,Kenya Airways,0,87.6,11388,api
2026-04-01,2026-04-03,NBO→KIS,2026-04-03T19:00:00,2026-04-03T20:00:00,60,Jambojet,0,104.29,13557,api
2026-04-01,2026-04-03,NBO→KIS,2026-04-03T08:30:00,2026-04-03T09:15:00,45,Safarilink Aviation,0,104.6,13598,api
2026-04-01,2026-04-03,NBO→KIS,2026-04-03T15:45:00,2026-04-03T16:45:00,60,Jambojet,0,138.06,17947,api
2026-04-01,2026-04-03,NBO→KIS,2026-04-03T18:10:00,2026-04-03T18:50:00,40,Safarilink Aviation,0,156.6,20358,api
2026-04-01,2026-04-03,NBO→KIS,2026-04-03T19:20:00,2026-04-03T20:10:00,50,FlexFlight,0,134.6,17498,api
2026-04-01,2026-04-03,NBO→KIS,2026-04-03T06:50:00,2026-04-03T07:40:00,50,FlexFlight,0,134.6,17498,api
2026-04-01,2026-04-03,NBO→KIS,2026-04-03T17:20:00,2026-04-03T18:10:00,50,Kenya Airways,0,177.6,23088,api
2026-04-01,2026-04-03,NBO→KIS,2026-04-03T06:00:00,2026-04-03T07:00:00,60,Jambojet,0,138.06,17947,api
2026-04-01,2026-04-03,NBO→KIS,2026-04-03T18:00:00,2026-04-03T18:50:00,50,Hahn Air Systems,0,181.6,23608,api
2026-04-01,2026-04-03,NBO→KIS,2026-04-03T15:30:00,2026-04-03T16:15:00,45,FlexFlight,0,198.6,25818,api
2026-04-01,2026-04-04,NBO→KIS,2026-04-04T17:05:00,2026-04-04T18:05:00,60,Jambojet,0,49.66,6455,api
2026-04-01,2026-04-04,NBO→KIS,2026-04-04T18:00:00,2026-04-04T19:00:00,60,Jambojet,0,49.66,6455,api
2026-04-01,2026-04-04,NBO→KIS,2026-04-04T12:50:00,2026-04-04T13:50:00,60,Jambojet,0,82.44,10717,api
2026-04-01,2026-04-04,NBO→KIS,2026-04-04T18:10:00,2026-04-04T18:50:00,40,Safarilink Aviation,0,104.6,13598,api
2026-04-01,2026-04-04,NBO→KIS,2026-04-04T06:00:00,2026-04-04T07:00:00,60,Jambojet,0,75.49,9813,api
2026-04-01,2026-04-04,NBO→KIS,2026-04-04T17:20:00,2026-04-04T18:10:00,50,Kenya Airways,0,107.6,13988,api
2026-04-01,2026-04-04,NBO→KIS,2026-04-04T08:30:00,2026-04-04T09:15:00,45,Safarilink Aviation,0,104.6,13598,api
2026-04-01,2026-04-04,NBO→KIS,2026-04-04T06:30:00,2026-04-04T07:30:00,60,Jambojet,0,89.39,11620,api
2026-04-01,2026-04-04,NBO→KIS,2026-04-04T11:00:00,2026-04-04T11:50:00,50,Safarilink Aviation,0,119.6,15548,api
2026-04-01,2026-04-04,NBO→KIS,2026-04-04T09:10:00,2026-04-04T10:10:00,60,Jambojet,0,111.25,14462,api
2026-04-01,2026-04-05,NBO→KIS,2026-04-05T12:50:00,2026-04-05T13:50:00,60,Jambojet,0,49.62,6450,api
2026-04-01,2026-04-05,NBO→KIS,2026-04-05T15:30:00,2026-04-05T16:30:00,60,Jambojet,0,49.62,6450,api
2026-04-01,2026-04-05,NBO→KIS,2026-04-05T17:10:00,2026-04-05T18:10:00,60,Jambojet,0,49.62,6450,api
2026-04-01,2026-04-05,NBO→KIS,2026-04-05T17:20:00,2026-04-05T18:10:00,50,Kenya Airways,0,86.44,11237,api
2026-04-01,2026-04-06,NBO→KIS,2026-04-06T11:35:00,2026-04-06T12:35:00,60,Jambojet,0,62.57,8134,api
2026-04-01,2026-04-06,NBO→KIS,2026-04-06T15:45:00,2026-04-06T16:45:00,60,Jambojet,0,62.57,8134,api
2026-04-01,2026-04-06,NBO→KIS,2026-04-06T09:10:00,2026-04-06T10:10:00,60,Jambojet,0,68.53,8908,api
2026-04-01,2026-04-06,NBO→KIS,2026-04-06T16:00:00,2026-04-06T17:00:00,60,Jambojet,0,72.51,9426,api
2026-04-01,2026-04-06,NBO→KIS,2026-04-06T06:30:00,2026-04-06T07:30:00,60,Jambojet,0,62.57,8134,api
2026-04-01,2026-04-06,NBO→KIS,2026-04-06T06:00:00,2026-04-06T07:00:00,60,Jambojet,0,62.57,8134,api
2026-04-01,2026-04-06,NBO→KIS,2026-04-06T18:10:00,2026-04-06T18:50:00,40,Safarilink Aviation,0,104.6,13598,api
2026-04-01,2026-04-06,NBO→KIS,2026-04-06T11:00:00,2026-04-06T11:50:00,50,Safarilink Aviation,0,104.6,13598,api
2026-04-01,2026-04-06,NBO→KIS,2026-04-06T16:45:00,2026-04-06T17:35:00,50,Kenya Airways,0,108.6,14118,api
2026-04-01,2026-04-06,NBO→KIS,2026-04-06T08:30:00,2026-04-06T09:15:00,45,Safarilink Aviation,0,104.6,13598,api
2026-04-01,2026-04-07,NBO→KIS,2026-04-07T12:50:00,2026-04-07T13:50:00,60,Jambojet,0,82.44,10717,api
2026-04-01,2026-04-07,NBO→KIS,2026-04-07T15:30:00,2026-04-07T16:30:00,60,Jambojet,0,82.44,10717,api
2026-04-01,2026-04-07,NBO→KIS,2026-04-07T18:10:00,2026-04-07T18:50:00,40,Safarilink Aviation,0,104.6,13598,api
2026-04-01,2026-04-07,NBO→KIS,2026-04-07T16:30:00,2026-04-07T17:20:00,50,Kenya Airways,0,102.6,13338,api
2026-04-01,2026-04-07,NBO→KIS,2026-04-07T09:10:00,2026-04-07T10:10:00,60,Jambojet,0,96.35,12525,api
2026-04-01,2026-04-07,NBO→KIS,2026-04-07T08:30:00,2026-04-07T09:15:00,45,Safarilink Aviation,0,104.6,13598,api
2026-04-01,2026-04-07,NBO→KIS,2026-04-07T06:30:00,2026-04-07T07:30:00,60,Jambojet,0,89.39,11620,api
2026-04-01,2026-04-07,NBO→KIS,2026-04-07T06:00:00,2026-04-07T07:00:00,60,Jambojet,0,89.39,11620,api
2026-04-01,2026-04-07,NBO→KIS,2026-04-07T11:00:00,2026-04-07T11:50:00,50,Hahn Air Systems,0,129.6,16848,api
2026-04-01,2026-04-07,NBO→KIS,2026-04-07T07:00:00,2026-04-07T07:50:00,50,Safarilink Aviation,0,104.6,13598,api
2026-04-01,2026-04-08,NBO→KIS,2026-04-08T15:30:00,2026-04-08T16:30:00,60,Jambojet,0,68.39,8890,api
2026-04-01,2026-04-08,NBO→KIS,2026-04-08T17:10:00,2026-04-08T18:10:00,60,Jambojet,0,68.39,8890,api
2026-04-01,2026-04-08,NBO→KIS,2026-04-08T13:10:00,2026-04-08T14:10:00,60,Jambojet,0,75.33,9792,api
2026-04-01,2026-04-08,NBO→KIS,2026-04-08T17:20:00,2026-04-08T18:10:00,50,Kenya Airways,0,81.6,10608,api
2026-04-01,2026-04-03,NBO→EDL,2026-04-03T23:59:00,2026-04-04T12:00:00,721,Kenya Airways + Jambojet,1,237.26,30843,api
2026-04-01,2026-04-03,NBO→EDL,2026-04-03T23:59:00,2026-04-04T08:20:00,501,Kenya Airways,2,260.42,33854,api
2026-04-01,2026-04-04,NBO→EDL,2026-04-04T16:10:00,2026-04-04T17:10:00,60,Jambojet,0,53.63,6971,api
2026-04-01,2026-04-04,NBO→EDL,2026-04-04T12:10:00,2026-04-04T13:10:00,60,Jambojet,0,60.59,7876,api
2026-04-01,2026-04-04,NBO→EDL,2026-04-04T19:10:00,2026-04-04T20:10:00,60,Jambojet,0,53.63,6971,api
2026-04-01,2026-04-04,NBO→EDL,2026-04-04T09:30:00,2026-04-04T10:30:00,60,Jambojet,0,60.59,7876,api
2026-04-01,2026-04-04,NBO→EDL,2026-04-04T06:10:00,2026-04-04T07:10:00,60,Jambojet,0,53.63,6971,api
2026-04-01,2026-04-04,NBO→EDL,2026-04-04T07:20:00,2026-04-04T08:20:00,60,Jambojet,0,60.59,7876,api
2026-04-01,2026-04-04,NBO→EDL,2026-04-04T06:45:00,2026-04-04T07:25:00,40,Skyward Express,0,83.46,10849,api
2026-04-01,2026-04-04,NBO→EDL,2026-04-04T08:25:00,2026-04-04T12:00:00,215,Hahn Air Technologies,1,371.6,48308,api
2026-04-01,2026-04-04,NBO→EDL,2026-04-04T06:45:00,2026-04-04T12:00:00,315,Hahn Air Systems + Hahn Air Technologies,1,333.6,43368,api
2026-04-01,2026-04-04,NBO→EDL,2026-04-04T06:00:00,2026-04-04T13:10:00,430,Jambojet + Kenya Airways,2,245.85,31960,api
2026-04-01,2026-04-05,NBO→EDL,2026-04-05T12:10:00,2026-04-05T13:10:00,60,Jambojet,0,53.63,6971,api
2026-04-01,2026-04-05,NBO→EDL,2026-04-05T16:10:00,2026-04-05T17:10:00,60,Jambojet,0,53.63,6971,api
2026-04-01,2026-04-05,NBO→EDL,2026-04-05T18:30:00,2026-04-05T19:30:00,60,Jambojet,0,53.63,6971,api
2026-04-01,2026-04-05,NBO→EDL,2026-04-05T09:30:00,2026-04-05T10:30:00,60,Jambojet,0,53.63,6971,api
2026-04-01,2026-04-05,NBO→EDL,2026-04-05T06:45:00,2026-04-05T07:25:00,40,Skyward Express,0,120.0,15600,api
2026-04-01,2026-04-05,NBO→EDL,2026-04-05T08:25:00,2026-04-05T12:00:00,215,Hahn Air Technologies,1,296.6,38558,api
2026-04-01,2026-04-05,NBO→EDL,2026-04-05T06:05:00,2026-04-05T12:00:00,355,Hahn Air Technologies,1,285.6,37128,api
2026-04-01,2026-04-05,NBO→EDL,2026-04-05T06:45:00,2026-04-05T12:00:00,315,Hahn Air Systems + Hahn Air Technologies,1,316.6,41158,api
2026-04-01,2026-04-05,NBO→EDL,2026-04-05T15:30:00,2026-04-06T15:35:00,1445,Jambojet + Kenya Airways,2,196.26,25513,api
2026-04-01,2026-04-05,NBO→EDL,2026-04-05T12:50:00,2026-04-06T15:35:00,1605,Jambojet + Kenya Airways,2,196.26,25513,api
2026-04-01,2026-04-06,NBO→EDL,2026-04-06T12:50:00,2026-04-06T13:50:00,60,Jambojet,0,53.65,6974,api
2026-04-01,2026-04-06,NBO→EDL,2026-04-06T14:35:00,2026-04-06T15:35:00,60,Jambojet,0,53.65,6974,api
2026-04-01,2026-04-06,NBO→EDL,2026-04-06T09:30:00,2026-04-06T10:30:00,60,Jambojet,0,53.65,6974,api
2026-04-01,2026-04-06,NBO→EDL,2026-04-06T18:45:00,2026-04-06T19:45:00,60,Jambojet,0,62.58,8135,api
2026-04-01,2026-04-06,NBO→EDL,2026-04-06T06:10:00,2026-04-06T07:10:00,60,Jambojet,0,53.65,6974,api
2026-04-01,2026-04-06,NBO→EDL,2026-04-06T06:45:00,2026-04-06T07:25:00,40,Skyward Express,0,83.46,10849,api
2026-04-01,2026-04-06,NBO→EDL,2026-04-06T14:00:00,2026-04-07T12:00:00,1320,Hahn Air Systems + Hahn Air Technologies,1,382.6,49738,api
2026-04-01,2026-04-07,NBO→EDL,2026-04-07T12:10:00,2026-04-07T13:10:00,60,Jambojet,0,62.57,8134,api
2026-04-01,2026-04-07,NBO→EDL,2026-04-07T15:50:00,2026-04-07T16:50:00,60,Jambojet,0,62.57,8134,api
2026-04-01,2026-04-07,NBO→EDL,2026-04-07T09:30:00,2026-04-07T10:30:00,60,Jambojet,0,62.57,8134,api
2026-04-01,2026-04-07,NBO→EDL,2026-04-07T18:30:00,2026-04-07T19:30:00,60,Jambojet,0,62.57,8134,api
2026-04-01,2026-04-07,NBO→EDL,2026-04-07T06:10:00,2026-04-07T07:10:00,60,Jambojet,0,62.57,8134,api
2026-04-01,2026-04-07,NBO→EDL,2026-04-07T06:45:00,2026-04-07T07:25:00,40,Skyward Express,0,83.46,10849,api
2026-04-01,2026-04-07,NBO→EDL,2026-04-07T06:45:00,2026-04-07T12:00:00,315,Hahn Air Systems + Hahn Air Technologies,1,342.6,44538,api
2026-04-01,2026-04-07,NBO→EDL,2026-04-07T23:59:00,2026-04-08T12:00:00,721,Kenya Airways + Hahn Air Technologies,1,261.59,34006,api
2026-04-01,2026-04-07,NBO→EDL,2026-04-07T21:10:00,2026-04-08T12:00:00,890,Hahn Air Technologies,1,304.6,39598,api
2026-04-01,2026-04-07,NBO→EDL,2026-04-07T19:20:00,2026-04-08T12:00:00,1000,Hahn Air Technologies,1,304.6,39598,api
2026-04-01,2026-04-08,NBO→EDL,2026-04-08T12:10:00,2026-04-08T13:10:00,60,Jambojet,0,62.57,8134,api
2026-04-01,2026-04-08,NBO→EDL,2026-04-08T16:10:00,2026-04-08T17:10:00,60,Jambojet,0,62.57,8134,api
2026-04-01,2026-04-08,NBO→EDL,2026-04-08T09:30:00,2026-04-08T10:30:00,60,Jambojet,0,62.57,8134,api
2026-04-01,2026-04-08,NBO→EDL,2026-04-08T18:30:00,2026-04-08T19:30:00,60,Jambojet,0,62.57,8134,api
2026-04-01,2026-04-08,NBO→EDL,2026-04-08T08:00:00,2026-04-08T09:00:00,60,Jambojet,0,62.57,8134,api
2026-04-01,2026-04-08,NBO→EDL,2026-04-08T06:10:00,2026-04-08T07:10:00,60,Jambojet,0,62.57,8134,api
2026-04-01,2026-04-08,NBO→EDL,2026-04-08T06:45:00,2026-04-08T07:25:00,40,Skyward Express,0,83.46,10849,api
2026-04-01,2026-04-08,NBO→EDL,2026-04-08T07:00:00,2026-04-08T12:00:00,300,Skyward Express + Hahn Air Technologies,1,243.99,31718,api
2026-04-01,2026-04-08,NBO→EDL,2026-04-08T08:25:00,2026-04-08T12:00:00,215,Hahn Air Technologies,1,321.6,41808,api
2026-04-01,2026-04-08,NBO→EDL,2026-04-08T06:05:00,2026-04-08T12:00:00,355,Hahn Air Technologies,1,312.6,40638,api
